Task ID,Task Type,Duration in min,Day of Week,has Description,has Address,has URL,Priority,is Complete,Start Time,End Time,hour_end,minute_end,hour_start,minute_start,hour_start_sin,hour_start_cos,minute_start_sin,minute_start_cos
4582,coding,210,Friday,True,False,True,high,True,20:00,23:30,23.0,30.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
4583,work,30,Friday,True,False,False,high,True,18:00,18:30,18.0,30.0,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0
4584,work,60,Friday,True,False,False,medium,False,14:00,,,,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
4585,meeting,30,Monday,True,False,True,ASAP,True,16:00,16:30,16.0,30.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
4586,personal,90,Friday,True,False,False,ASAP,True,15:00,16:30,16.0,30.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4587,meeting,30,Monday,True,False,True,medium,True,17:00,17:30,17.0,30.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
4588,work,120,Friday,True,False,False,high,True,08:00,10:00,10.0,0.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
4589,workout,60,Wednesday,False,False,False,ASAP,True,18:30,19:30,19.0,30.0,18,30,-1.0,-1.8369701987210297e-16,5.66553889764798e-16,-1.0
4590,workout,120,Wednesday,True,False,False,ASAP,True,19:00,21:00,21.0,0.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
4591,meeting,60,Monday,True,True,False,ASAP,True,11:00,12:00,12.0,0.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
4592,work,60,Friday,True,False,False,high,True,08:00,09:00,9.0,0.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
4593,workout,60,Wednesday,False,False,False,ASAP,True,13:00,14:00,14.0,0.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
4594,work,90,Friday,False,False,True,high,True,18:00,19:30,19.0,30.0,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0
4595,workout,90,Wednesday,False,False,False,ASAP,True,12:30,14:00,14.0,0.0,12,30,1.2246467991473532e-16,-1.0,5.66553889764798e-16,-1.0
4596,work,90,Wednesday,True,False,False,low,True,09:00,10:30,10.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
4597,coding,120,Wednesday,False,False,False,medium,True,12:00,14:00,14.0,0.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
4598,work,60,Friday,True,False,True,medium,True,15:00,16:00,16.0,0.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4599,work,90,Friday,True,False,False,high,True,19:00,20:30,20.0,30.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
4600,meeting,30,Friday,True,False,True,ASAP,True,17:00,17:30,17.0,30.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
4601,coding,120,Tuesday,True,False,False,medium,True,20:00,22:00,22.0,0.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
4602,personal,120,Wednesday,True,False,False,ASAP,True,20:00,22:00,22.0,0.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
4603,meeting,120,Thursday,True,True,False,high,True,16:00,18:00,18.0,0.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
4604,personal,30,Wednesday,False,False,False,high,True,11:00,11:30,11.0,30.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
4605,workout,60,Wednesday,False,False,False,low,False,07:30,,,,7,30,0.9659258262890683,-0.25881904510252063,5.66553889764798e-16,-1.0
4606,personal,90,Friday,True,False,False,medium,True,10:00,11:30,11.0,30.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
4607,work,60,Friday,True,False,False,medium,True,12:00,13:00,13.0,0.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
4608,personal,120,Friday,True,False,False,medium,True,08:00,10:00,10.0,0.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
4609,meeting,120,Monday,False,True,False,medium,True,15:00,17:00,17.0,0.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4610,meeting,90,Friday,True,False,True,ASAP,True,09:00,10:30,10.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
4611,personal,60,Friday,True,False,False,ASAP,True,12:00,13:00,13.0,0.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
4612,meeting,60,Monday,True,True,True,medium,False,17:00,,,,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
4613,meeting,90,Monday,True,False,False,ASAP,True,16:00,17:30,17.0,30.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
4614,personal,90,Friday,True,False,False,low,True,11:00,12:30,12.0,30.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
4615,coding,210,Tuesday,False,False,True,high,True,09:00,12:30,12.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
4616,coding,120,Tuesday,False,False,False,medium,True,14:00,16:00,16.0,0.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
4617,workout,60,Friday,False,False,False,low,True,07:30,08:30,8.0,30.0,7,30,0.9659258262890683,-0.25881904510252063,5.66553889764798e-16,-1.0
4618,meeting,15,Friday,True,True,False,ASAP,True,15:00,15:15,15.0,15.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4619,personal,30,Friday,True,False,False,high,True,20:00,20:30,20.0,30.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
4620,meeting,45,Thursday,True,True,True,high,True,14:00,14:45,14.0,45.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
4621,work,90,Wednesday,True,False,False,medium,True,16:00,17:30,17.0,30.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
4622,meeting,15,Friday,False,False,True,medium,True,13:00,13:15,13.0,15.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
4623,meeting,45,Friday,True,False,True,high,False,13:00,,,,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
4624,coding,60,Tuesday,True,False,False,ASAP,True,20:00,21:00,21.0,0.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
4625,personal,90,Friday,True,False,False,low,True,15:00,16:30,16.0,30.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4626,meeting,90,Friday,True,False,True,ASAP,True,10:00,11:30,11.0,30.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
4627,coding,150,Wednesday,True,False,False,ASAP,True,08:00,10:30,10.0,30.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
4628,workout,30,Thursday,False,False,False,ASAP,True,08:00,08:30,8.0,30.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
4629,coding,120,Thursday,True,False,False,ASAP,True,13:00,15:00,15.0,0.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
4630,coding,150,Tuesday,True,False,False,ASAP,False,17:00,,,,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
4631,coding,210,Wednesday,True,False,False,low,True,10:00,13:30,13.0,30.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
4632,meeting,60,Monday,True,True,True,ASAP,True,13:00,14:00,14.0,0.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
4633,meeting,90,Friday,True,False,True,ASAP,True,15:00,16:30,16.0,30.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4634,workout,60,Friday,False,False,False,low,True,19:30,20:30,20.0,30.0,19,30,-0.9659258262890684,0.2588190451025203,5.66553889764798e-16,-1.0
4635,work,60,Wednesday,True,False,False,medium,True,17:00,18:00,18.0,0.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
4636,work,90,Friday,True,True,False,high,True,08:00,09:30,9.0,30.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
4637,work,60,Friday,True,False,False,medium,True,07:00,08:00,8.0,0.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
4638,workout,60,Wednesday,False,False,False,low,True,12:30,13:30,13.0,30.0,12,30,1.2246467991473532e-16,-1.0,5.66553889764798e-16,-1.0
4639,work,30,Friday,True,False,False,high,True,16:00,16:30,16.0,30.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
4640,work,90,Friday,True,False,False,high,True,15:00,16:30,16.0,30.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4641,coding,270,Wednesday,True,False,False,medium,True,11:00,15:30,15.0,30.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
4642,meeting,90,Friday,True,False,True,high,True,13:00,14:30,14.0,30.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
4643,meeting,120,Thursday,True,False,True,ASAP,True,11:00,13:00,13.0,0.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
4644,coding,90,Wednesday,False,False,False,medium,True,07:00,08:30,8.0,30.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
4645,coding,180,Friday,True,False,False,ASAP,True,10:00,13:00,13.0,0.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
4646,coding,240,Wednesday,True,False,False,ASAP,True,09:00,13:00,13.0,0.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
4647,meeting,30,Thursday,True,False,False,medium,True,16:00,16:30,16.0,30.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
4648,work,90,Wednesday,True,False,False,high,True,18:00,19:30,19.0,30.0,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0
4649,coding,210,Wednesday,False,False,False,medium,True,18:00,21:30,21.0,30.0,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0
4650,workout,90,Friday,False,False,False,low,True,13:00,14:30,14.0,30.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
4651,coding,210,Wednesday,True,False,True,high,True,09:00,12:30,12.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
4652,personal,60,Friday,True,False,False,medium,True,13:00,14:00,14.0,0.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
4653,coding,240,Wednesday,True,False,False,ASAP,True,14:00,18:00,18.0,0.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
4654,meeting,30,Thursday,True,False,True,ASAP,True,12:00,12:30,12.0,30.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
4655,coding,90,Wednesday,True,False,False,high,True,19:00,20:30,20.0,30.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
4656,personal,90,Friday,True,False,False,low,False,12:00,,,,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
4657,workout,30,Monday,False,False,False,low,True,12:30,13:00,13.0,0.0,12,30,1.2246467991473532e-16,-1.0,5.66553889764798e-16,-1.0
4658,work,120,Friday,True,False,False,high,True,14:00,16:00,16.0,0.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
4659,coding,180,Tuesday,True,False,False,low,True,16:00,19:00,19.0,0.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
4660,personal,60,Friday,True,False,False,high,True,15:00,16:00,16.0,0.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4661,personal,60,Friday,True,False,False,medium,True,07:00,08:00,8.0,0.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
4662,workout,60,Monday,False,True,False,ASAP,True,13:00,14:00,14.0,0.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
4663,meeting,90,Monday,True,False,True,medium,True,15:00,16:30,16.0,30.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4664,coding,60,Wednesday,True,False,False,ASAP,False,14:00,,,,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
4665,personal,120,Friday,True,False,False,medium,True,11:00,13:00,13.0,0.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
4666,workout,30,Wednesday,False,False,False,ASAP,True,18:30,19:00,19.0,0.0,18,30,-1.0,-1.8369701987210297e-16,5.66553889764798e-16,-1.0
4667,work,90,Wednesday,True,False,False,high,True,11:00,12:30,12.0,30.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
4668,personal,30,Wednesday,False,False,False,medium,True,18:00,18:30,18.0,30.0,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0
4669,workout,30,Monday,False,True,False,low,False,19:30,,,,19,30,-0.9659258262890684,0.2588190451025203,5.66553889764798e-16,-1.0
4670,meeting,90,Friday,True,False,True,ASAP,True,17:00,18:30,18.0,30.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
4671,meeting,15,Friday,True,False,False,ASAP,True,12:00,12:15,12.0,15.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
4672,personal,90,Wednesday,True,False,False,low,True,17:00,18:30,18.0,30.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
4673,personal,30,Friday,True,False,False,ASAP,True,08:00,08:30,8.0,30.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
4674,coding,270,Tuesday,True,False,False,medium,True,18:00,22:30,22.0,30.0,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0
4675,workout,30,Wednesday,False,True,False,low,True,12:30,13:00,13.0,0.0,12,30,1.2246467991473532e-16,-1.0,5.66553889764798e-16,-1.0
4676,personal,30,Friday,True,False,False,medium,True,12:00,12:30,12.0,30.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
4677,coding,270,Tuesday,False,False,True,ASAP,True,13:00,17:30,17.0,30.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
4678,coding,180,Thursday,True,False,False,high,True,16:00,19:00,19.0,0.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
4679,personal,120,Wednesday,True,False,False,medium,True,12:00,14:00,14.0,0.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
4680,meeting,15,Thursday,False,False,True,medium,True,09:00,09:15,9.0,15.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
4681,workout,30,Wednesday,True,False,False,low,True,07:00,07:30,7.0,30.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
4682,workout,30,Monday,False,False,False,low,True,09:00,09:30,9.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
4683,meeting,120,Thursday,True,False,True,ASAP,True,09:00,11:00,11.0,0.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
4684,personal,120,Friday,True,False,True,low,True,17:00,19:00,19.0,0.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
4685,workout,60,Tuesday,False,False,False,ASAP,False,12:30,,,,12,30,1.2246467991473532e-16,-1.0,5.66553889764798e-16,-1.0
4686,personal,90,Wednesday,True,False,False,high,True,12:00,13:30,13.0,30.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
4687,personal,30,Friday,True,False,False,low,True,19:00,19:30,19.0,30.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
4688,coding,180,Wednesday,False,False,False,high,True,07:00,10:00,10.0,0.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
4689,meeting,100,Friday,True,False,True,ASAP,True,11:00,12:40,12.0,40.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
4690,personal,90,Wednesday,True,False,False,low,True,15:00,16:30,16.0,30.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4691,work,60,Friday,True,False,False,medium,False,07:00,,,,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
4692,meeting,100,Monday,False,False,True,ASAP,True,16:00,17:40,17.0,40.0,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
4693,workout,30,Thursday,False,False,False,ASAP,True,19:30,20:00,20.0,0.0,19,30,-0.9659258262890684,0.2588190451025203,5.66553889764798e-16,-1.0
4694,coding,270,Wednesday,False,False,False,high,True,19:00,23:30,23.0,30.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
4695,workout,60,Wednesday,True,False,False,low,True,18:30,19:30,19.0,30.0,18,30,-1.0,-1.8369701987210297e-16,5.66553889764798e-16,-1.0
4696,workout,60,Wednesday,False,False,False,low,True,19:00,20:00,20.0,0.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
4697,meeting,30,Thursday,False,True,False,medium,True,11:00,11:30,11.0,30.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
4698,workout,30,Thursday,False,False,False,ASAP,True,19:30,20:00,20.0,0.0,19,30,-0.9659258262890684,0.2588190451025203,5.66553889764798e-16,-1.0
4699,personal,30,Wednesday,True,False,False,low,True,10:00,10:30,10.0,30.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
4700,workout,60,Monday,True,False,False,ASAP,True,19:30,20:30,20.0,30.0,19,30,-0.9659258262890684,0.2588190451025203,5.66553889764798e-16,-1.0
4701,coding,240,Friday,True,False,False,medium,True,12:00,16:00,16.0,0.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
4702,coding,150,Wednesday,False,False,True,medium,True,18:00,20:30,20.0,30.0,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0
4703,work,30,Friday,True,False,False,ASAP,True,07:00,07:30,7.0,30.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
4704,coding,180,Wednesday,False,False,False,medium,True,07:00,10:00,10.0,0.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
4705,workout,60,Wednesday,False,False,False,low,True,18:30,19:30,19.0,30.0,18,30,-1.0,-1.8369701987210297e-16,5.66553889764798e-16,-1.0
4706,coding,90,Wednesday,False,False,False,medium,True,08:00,09:30,9.0,30.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
4707,meeting,100,Monday,True,False,False,ASAP,True,12:00,13:40,13.0,40.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
4708,coding,180,Tuesday,True,False,False,low,True,13:00,16:00,16.0,0.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
4709,personal,90,Friday,True,False,False,high,True,14:00,15:30,15.0,30.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
4710,meeting,120,Friday,True,False,True,ASAP,True,17:00,19:00,19.0,0.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
4711,work,120,Friday,True,False,False,low,True,14:00,16:00,16.0,0.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
4712,personal,30,Friday,False,False,False,medium,True,15:00,15:30,15.0,30.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4713,workout,30,Tuesday,False,True,False,low,True,09:00,09:30,9.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
4714,workout,60,Thursday,True,True,False,ASAP,True,18:30,19:30,19.0,30.0,18,30,-1.0,-1.8369701987210297e-16,5.66553889764798e-16,-1.0
4715,workout,60,Friday,False,False,False,ASAP,True,19:00,20:00,20.0,0.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
4716,personal,60,Friday,True,False,False,high,True,10:00,11:00,11.0,0.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
4717,personal,120,Friday,True,False,False,low,True,18:00,20:00,20.0,0.0,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0
4718,personal,120,Wednesday,True,False,False,high,True,09:00,11:00,11.0,0.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
4719,meeting,60,Monday,False,False,True,high,True,12:00,13:00,13.0,0.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
4720,meeting,100,Monday,True,True,True,ASAP,True,15:00,16:40,16.0,40.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4721,workout,120,Thursday,True,False,False,ASAP,True,19:00,21:00,21.0,0.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
4722,coding,90,Tuesday,True,False,False,medium,True,20:00,21:30,21.0,30.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
4723,workout,60,Friday,False,False,False,low,True,19:30,20:30,20.0,30.0,19,30,-0.9659258262890684,0.2588190451025203,5.66553889764798e-16,-1.0
4724,work,120,Wednesday,False,False,False,low,True,15:00,17:00,17.0,0.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4725,meeting,15,Monday,True,False,True,medium,True,10:00,10:15,10.0,15.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
4726,personal,120,Friday,True,False,True,ASAP,True,08:00,10:00,10.0,0.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
4727,meeting,60,Monday,True,False,True,ASAP,False,14:00,,,,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
4728,personal,90,Wednesday,True,False,False,ASAP,True,08:00,09:30,9.0,30.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
4729,work,30,Wednesday,False,False,False,ASAP,True,11:00,11:30,11.0,30.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
4730,work,30,Wednesday,True,False,False,medium,True,08:00,08:30,8.0,30.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
4731,meeting,60,Thursday,False,True,True,ASAP,True,17:00,18:00,18.0,0.0,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
4732,personal,90,Friday,True,False,True,medium,True,09:00,10:30,10.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
4733,work,120,Friday,True,False,False,ASAP,True,12:00,14:00,14.0,0.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
4734,workout,30,Thursday,True,False,False,low,True,08:00,08:30,8.0,30.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
4735,workout,60,Monday,False,False,False,ASAP,True,19:00,20:00,20.0,0.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
4736,personal,30,Wednesday,True,True,False,high,True,11:00,11:30,11.0,30.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
4737,meeting,60,Friday,True,True,True,ASAP,True,15:00,16:00,16.0,0.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4738,work,30,Friday,True,False,False,ASAP,True,15:00,15:30,15.0,30.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4739,meeting,90,Monday,False,False,True,medium,True,13:00,14:30,14.0,30.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
4740,workout,60,Monday,False,False,False,ASAP,False,07:00,,,,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
4741,work,120,Wednesday,True,False,False,high,True,11:00,13:00,13.0,0.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
4742,meeting,100,Monday,True,False,True,ASAP,True,15:00,16:40,16.0,40.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4743,coding,150,Tuesday,True,False,False,medium,True,11:00,13:30,13.0,30.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
4744,personal,30,Friday,False,False,False,ASAP,True,08:00,08:30,8.0,30.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
4745,personal,120,Friday,True,False,False,low,True,19:00,21:00,21.0,0.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
4746,coding,120,Tuesday,True,False,False,ASAP,True,14:00,16:00,16.0,0.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
4747,workout,60,Wednesday,True,False,False,low,True,08:00,09:00,9.0,0.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
4748,work,120,Wednesday,False,False,False,medium,True,19:00,21:00,21.0,0.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
4749,personal,90,Friday,True,False,True,low,True,14:00,15:30,15.0,30.0,14,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0
4750,coding,180,Wednesday,False,False,False,ASAP,True,20:00,23:00,23.0,0.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
4751,coding,150,Wednesday,True,False,False,medium,True,09:00,11:30,11.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
4752,workout,60,Thursday,True,False,False,ASAP,True,19:00,20:00,20.0,0.0,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0
4753,workout,60,Tuesday,False,False,False,low,True,19:30,20:30,20.0,30.0,19,30,-0.9659258262890684,0.2588190451025203,5.66553889764798e-16,-1.0
4754,meeting,45,Thursday,True,False,True,medium,True,09:00,09:45,9.0,45.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
4755,personal,30,Wednesday,True,False,True,high,True,07:00,07:30,7.0,30.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
4756,meeting,100,Monday,False,True,True,medium,True,10:00,11:40,11.0,40.0,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
4757,coding,90,Wednesday,True,False,False,ASAP,True,07:00,08:30,8.0,30.0,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0
4758,work,90,Wednesday,True,False,True,high,True,20:00,21:30,21.0,30.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
4759,work,90,Friday,True,True,False,ASAP,True,12:00,13:30,13.0,30.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
4760,workout,60,Wednesday,False,False,False,ASAP,True,19:30,20:30,20.0,30.0,19,30,-0.9659258262890684,0.2588190451025203,5.66553889764798e-16,-1.0
4761,work,30,Friday,True,False,False,medium,True,20:00,20:30,20.0,30.0,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
4762,work,90,Wednesday,False,False,False,medium,True,18:00,19:30,19.0,30.0,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0
4763,work,60,Friday,True,False,True,high,True,08:00,09:00,9.0,0.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
4764,coding,240,Friday,False,False,False,medium,False,17:00,,,,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0
4765,work,120,Friday,True,False,False,ASAP,False,18:00,,,,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0
4766,work,30,Friday,True,True,False,medium,True,09:00,09:30,9.0,30.0,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0
4767,work,120,Friday,True,False,False,high,False,13:00,,,,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
4768,meeting,15,Monday,True,True,False,high,True,15:00,15:15,15.0,15.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4769,coding,150,Wednesday,False,False,False,medium,True,11:00,13:30,13.0,30.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
4770,workout,60,Wednesday,True,False,False,ASAP,True,13:00,14:00,14.0,0.0,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0
4771,meeting,30,Thursday,False,True,True,ASAP,True,15:00,15:30,15.0,30.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4772,personal,120,Friday,True,False,False,medium,True,08:00,10:00,10.0,0.0,8,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
4773,coding,240,Friday,False,False,False,medium,True,15:00,19:00,19.0,0.0,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0
4774,coding,270,Tuesday,True,False,False,ASAP,True,11:00,15:30,15.0,30.0,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0
4775,personal,30,Wednesday,True,False,False,low,True,12:00,12:30,12.0,30.0,12,0,1.2246467991473532e-16,-1.0,0.0,1.0
